_id,Age,birth_date,district,email,gender,governorate,name,number_of_exchanges,plastic_quantity,points,points_gained,profession
62854de0c86e70026551844f,27,4/7/1995,Saqultah,Cornell90@gmail.com,MALE,Sohag,أليف شقرون - Alaif Shquron ,2,12,1056,1890,Corporate Integration Director - مصمم
62854de0c86e700265518450,24,5/1/1998,Nag Hammadi,Heidi33@yahoo.com,FEMALE,Qena,عنود الدرقاش - Anod AldrqIsh ,0,1,137,137,National Web Liaison - مصمم
62854de0c86e700265518451,15,12/5/2006,Mnouf,Jody_Parker89@gmail.com,MALE,Monufia,شفيق بن عبد السلام - Shfiq Bn Abad Alsalam ,1,2,29,305,Regional Division Specialist - مستشار
62854de0c86e700265518452,48,9/24/1973,Tamya,Libbie94@hotmail.com,MALE,Faiyum,نجيب النفطي - Najib Alnftai ,1,2,209,424,Lead Research Officer - مدير
62854de0c86e700265518453,27,4/7/1995,Qasr El Nil,Nedra72@hotmail.com,FEMALE,Cairo,بتول المولدي - Btol Alamoldi ,2,12,1000,1645,District Operations Designer - منسق
62854de0c86e700265518454,34,9/30/1987,Yousof El Sedek,Jena.Franecki@hotmail.com,FEMALE,Faiyum,آنسة فاطمه المدقي - Anisah Fatmuah Alamdqai ,1,7,815,1083,Internal Applications Designer - تنفيذي
62854de0c86e700265518455,24,11/1/1997,El Arbein,Jordy93@gmail.com,FEMALE,Suez,عنود نيفر - Anod Nifar ,1,9,637,902,Direct Metrics Developer - محلل
62854de0c86e700265518456,37,3/17/1985,Mersa Matruh,Cletus86@hotmail.com,MALE,Matruh,بسام بن عبد الكريم - Bsam Bn Abad Alkariam ,0,1,85,85,Future Directives Administrator - إداري
62854de0c86e700265518457,41,12/18/1980,Ismailliaa,Maxie86@yahoo.com,MALE,Ismailia,سليم النقاش - Sulaiam AlnqIsh ,2,19,1908,2755,Chief Tactics Strategist - مشرف
62854de0c86e700265518458,29,8/24/1992,El Quosia,Cheyanne80@gmail.com,FEMALE,Asyut,ريم شنيق - Riam Shniq ,4,22,2827,4342,Internal Group Director - مخطط
62854de0c86e700265518459,39,2/21/1983,Fakous,Watson94@gmail.com,FEMALE,Sharqia,اروي العواني - Aroi Alawanei ,3,15,449,2418,Corporate Data Analyst - مستشار
62854de0c86e70026551845a,39,8/30/1982,Siwa,Zella_Marquardt58@hotmail.com,MALE,Matruh,دكتور مروان البشيري - Dktoar Marawan Albshiri ,1,4,17,348,Corporate Research Planner - تقني
62854de0c86e70026551845b,37,3/22/1985,Basyon,Jessika_Pacocha@yahoo.com,MALE,Gharbia,نوري السقاط - Noari Alsqat ,1,23,2856,3059,Global Data Manager - مبرمج
62854de0c86e70026551845c,19,1/23/2003,Attaka,Watson_Leannon@yahoo.com,FEMALE,Suez,بلسم هذيل المبجل - Blsam Hthil Alambjl ,1,12,1039,1733,Dynamic Assurance Assistant - مهندس
62854de0c86e70026551845d,48,6/10/1974,Bir Al Abd,Fannie_Veum30@yahoo.com,FEMALE,North Sinai,براءة بن حسين - Baraaah Bn Hussain ,2,14,640,1782,Investor Creative Analyst - تنفيذي
62854de0c86e70026551845e,27,11/26/1994,Tama El Amdeed,Tristin.Weber@yahoo.com,MALE,Dakahlia,رائد سويس - Raad Saois ,2,8,145,764,Forward Marketing Strategist - مهندس
62854de0c86e70026551845f,37,12/24/1984,10th Ramadan,Anahi_Volkman@hotmail.com,MALE,Sharqia,عرفات القلشاني الموقر - Arafat Aliqlshanei Alamoqur ,2,19,1277,2432,District Solutions Planner - مستشار
62854de0c86e700265518460,26,2/5/1996,Ras Gharib,Jesse15@yahoo.com,MALE,Red Sea,كمال يافع - Kamal Yafa ,1,8,385,665,Corporate Metrics Director - مستشار
62854de0c86e700265518461,37,4/4/1985,Damnhour,Jerrod_Dare7@gmail.com,MALE,Beheira,رجب شنيق - Rajab Shniq ,1,4,48,296,Chief Paradigm Specialist - منتج
62854de0c86e700265518462,28,1/11/1994,Sudfa,Tobin_Vandervort31@gmail.com,FEMALE,Asyut,نوف الرقيق - Nof Alruqaiq ,1,11,699,1351,Investor Functionality Architect - متدرب
62854de0c86e700265518463,56,4/6/1966,Damietta District,Kurtis.Brekke57@yahoo.com,FEMALE,Damietta,نوف بوهاها الموقر - Nof Bohaha Alamoqur ,1,3,105,381,Product Accountability Executive - مساعد
62854de0c86e700265518464,52,2/23/1970,Rashed,Rozella_Fay@yahoo.com,FEMALE,Beheira,سيد بتول الشريف - Said Btol Alshrif ,1,2,87,416,Corporate Web Planner - وكيل
62854de0c86e700265518465,27,5/1/1995,Haram,Stella.Schmitt86@yahoo.com,FEMALE,Giza,عنود العنابي - Anod Alanabi ,1,9,297,963,Future Marketing Facilitator - مشرف
62854de0c86e700265518466,40,5/14/1982,El Gomrok,Alexa5@hotmail.com,FEMALE,Alexandria,ريم السقاط - Riam Alsqat ,1,11,826,1094,Dynamic Factors Analyst - مساعد
62854de0c86e700265518467,22,5/11/2000,Marsa Alam,Albin_Mueller28@gmail.com,MALE,Red Sea,رابح الأشراف - Rabh Alashraf ,1,9,423,1063,Internal Accounts Officer - مستشار
62854de0c86e700265518468,30,7/4/1991,Attaka,Stanton54@yahoo.com,MALE,Suez,سيد عطا الأشراف - Said Aata Alashraf ,4,10,671,2198,Investor Integration Facilitator - مستشار
62854de0c86e700265518469,37,12/28/1984,Mohandseen,Danielle_Huel85@hotmail.com,FEMALE,Giza,نوف تومي - Nof Tomai ,1,11,1170,1810,Product Mobility Assistant - مصمم
62854de0c86e70026551846a,34,4/3/1988,Menia El Naser,Maurice11@yahoo.com,FEMALE,Dakahlia,عنود الرقيق - Anod Alruqaiq ,1,4,62,620,Future Tactics Supervisor - تنفيذي
62854de0c86e70026551846b,39,5/21/1983,Biba,Myrna66@yahoo.com,MALE,Beni Suef,حاجب الدنوني المحترم - Hajab Aldnoni Alamuhtrm ,4,22,2042,3388,District Creative Architect - مهندس
62854de0c86e70026551846c,42,7/16/1979,Armant,Stefan.Lemke@yahoo.com,MALE,Luxor,عرفان الشريف - Arafan Alshrif ,1,6,20,662,Product Metrics Orchestrator - مبرمج
62854de0c86e70026551846d,49,11/10/1972,El Hamool,Greg20@hotmail.com,FEMALE,Kafr El Sheikh,سيدة فاطمه غويلة - Saidah Fatmuah Ghoilah ,1,4,30,295,Investor Mobility Designer - متخصص
62854de0c86e70026551846e,20,9/29/2001,El Laban,Alfonzo.Schuppe@hotmail.com,MALE,Alexandria,زيدون العواني - Zaidon Alawanei ,1,8,162,853,Dynamic Implementation Coordinator - منسق
62854de0c86e70026551846f,22,9/24/1999,Abshway,Allene_Tillman@gmail.com,FEMALE,Faiyum,عوضية بنسلامة - Aodhiah Bnisalamah ,1,7,413,910,Dynamic Security Associate - مخطط
62854de0c86e700265518470,16,10/3/2005,Mnouf,Alysha.Gleason@hotmail.com,FEMALE,Monufia,ريم النقاش - Riam AlnqIsh ,1,6,511,1033,Customer Branding Engineer - منسق
62854de0c86e700265518471,50,1/29/1972,Armant,Thea_Treutel3@hotmail.com,FEMALE,Luxor,عنود النخلي - Anod Alnkhalai ,2,7,71,716,Dynamic Solutions Executive - مهندس
62854de0c86e700265518472,17,4/21/2005,Snoras,Maximillian.Hilpert5@yahoo.com,FEMALE,Faiyum,فاطمه النجار - Fatmuah Alnajar ,1,2,29,548,Global Applications Architect - مساعد
62854de0c86e700265518473,28,5/29/1994,Naaser,Eino10@yahoo.com,FEMALE,Aswan,اروي الكراي - Aroi Alkarai ,2,18,1867,2512,Corporate Web Executive - منتج
62854de0c86e700265518474,50,7/24/1971,Sedy Gaber,Sylvia18@hotmail.com,FEMALE,Alexandria,فاطمه الشتيوي - Fatmuah Alshtioi ,2,8,1301,2008,Customer Usability Specialist - مبرمج
62854de0c86e700265518475,22,9/5/1999,Ashmoun,Anabelle.Kshlerin@gmail.com,FEMALE,Monufia,سيد براءة الوحيشي - Said Baraaah Alohaishi ,2,9,4,920,Senior Group Consultant - مهندس
62854de0c86e700265518476,26,10/21/1995,Maghagha,Alba.Blick@hotmail.com,FEMALE,Minya,براءة جابالله - Baraaah Jaballah ,1,6,389,915,Product Marketing Planner - محلل
62854de0c86e700265518477,34,11/11/1987,Benha,Elizabeth.Sawayn@hotmail.com,MALE,Qalyubia,حميد الشتيوي - Hamaid Alshtioi ,2,30,3565,4803,Direct Program Engineer - منتج
62854de0c86e700265518478,14,12/9/2007,Hurgada,Sam8@gmail.com,FEMALE,Red Sea,نوف زروق - Nof Zroq ,3,29,698,2090,Chief Applications Analyst - محلل
62854de0c86e700265518479,25,7/14/1996,Armant,Quinten10@yahoo.com,MALE,Luxor,آنسة أسامة بنسلامة - Anisah Asamah Bnisalamah ,1,30,2906,3488,Investor Communications Representative - مبرمج
62854de0c86e70026551847a,31,7/21/1990,Shuhada,Madelynn_Gleichner@gmail.com,FEMALE,Monufia,آنسة اروي الوحيشي - Anisah Aroi Alohaishi ,1,4,180,872,Investor Metrics Architect - رئيس مؤسسة
62854de0c86e70026551847b,56,4/29/1966,Ras Gharib,Houston_Jakubowski68@gmail.com,FEMALE,Red Sea,خلود جابالله - Khalod Jaballah ,1,7,1332,1664,Direct Configuration Designer - مشرف
62854de0c86e70026551847c,48,10/21/1973,Armant,Virginie_Kiehn@gmail.com,FEMALE,Luxor,عوضية القلال - Aodhiah Aliqlal ,1,3,415,636,Global Tactics Consultant - وكيل
62854de0c86e70026551847d,42,9/5/1979,Wadi El Natron,Angie85@yahoo.com,MALE,Beheira,نوفل العلاني - Nofl Alalaanei ,1,4,37,512,International Paradigm Agent - مشرف
62854de0c86e70026551847e,36,2/15/1986,El Fashn,Gust_Casper@gmail.com,FEMALE,Beni Suef,ريم همدان المبجل - Riam Hmdan Alambjl ,2,7,16,1133,Dynamic Program Manager - مدير
62854de0c86e70026551847f,52,1/9/1970,First Zakazek,Bernadette.Abshire@yahoo.com,FEMALE,Sharqia,عوضية الكافي المبجل - Aodhiah Alkafii Alambjl ,2,5,125,695,Human Applications Technician - تنفيذي
62854de0c86e700265518480,51,5/3/1971,El Mahala El Koubra,Rachel57@yahoo.com,FEMALE,Gharbia,عنود بوهاها المبجل - Anod Bohaha Alambjl ,1,10,1077,1280,Global Applications Executive - مستشار
62854de0c86e700265518481,29,7/20/1992,Menaa El Kamh,Earline.Kuhic@gmail.com,MALE,Sharqia,سيدة لبيب النقاش - Saidah Lbib AlnqIsh ,2,10,1159,1734,Central Branding Agent - رئيس مؤسسة
62854de0c86e700265518482,38,12/28/1983,Maadi,Garrison.Dickens87@hotmail.com,MALE,Cairo,آنسة يافع همدان - Anisah Yafa Hmdan ,1,21,2534,3144,Human Intranet Director - مدير
62854de0c86e700265518483,38,7/18/1983,El Manakh,Jennings_Doyle@yahoo.com,MALE,Port Said,كامل بن عبدالله - Kaml Bn Abadallah ,2,21,2465,3298,Human Marketing Director - مدير
62854de0c86e700265518484,26,5/23/1996,El Manakh,Krystina24@yahoo.com,FEMALE,Port Said,بتول فقوسة - Btol Faqosah ,1,7,262,956,Product Quality Producer - متخصص
62854de0c86e700265518485,19,1/17/2003,Essna,Providenci.Gutkowski@yahoo.com,FEMALE,Luxor,فاطمه شقرون - Fatmuah Shquron ,3,9,244,1464,Product Integration Assistant - تنفيذي
62854de0c86e700265518486,30,2/13/1992,Shubra El Kheima,Cecelia81@hotmail.com,FEMALE,Qalyubia,عنود السقا المحترم - Anod Alsqa Alamuhtrm ,2,5,121,933,Corporate Research Technician - رئيس مؤسسة
62854de0c86e700265518487,49,7/14/1972,El Maragha,Helga_Dickinson0@hotmail.com,FEMALE,Sohag,سيد فاطمه بوديبة - Said Fatmuah Bodibah ,1,10,824,1518,Central Applications Planner - إداري
62854de0c86e700265518488,48,8/27/1973,Daraw,Trenton21@hotmail.com,MALE,Aswan,بندر الشتيوي - Bnadr Alshtioi ,1,4,160,388,Dynamic Interactions Representative - متخصص
62854de0c86e700265518489,52,7/15/1969,Shibin El Qanater,Leon_Mayert@hotmail.com,FEMALE,Qalyubia,عنود النفير المحترم - Anod Alnfir Alamuhtrm ,1,7,458,802,Principal Operations Consultant - متدرب
62854de0c86e70026551848a,24,11/5/1997,Siwa,Ines.Metz@yahoo.com,MALE,Matruh,عرفات لخشين - Arafat Lkhshin ,1,3,129,357,Lead Optimization Facilitator - مبرمج
62854de0c86e70026551848b,44,12/8/1977,Atfeh,Kimberly.Kuhn@gmail.com,FEMALE,Giza,عوضية الع لويني - Aodhiah Ala Loini ,1,5,148,374,Lead Identity Analyst - مصمم
62854de0c86e70026551848c,34,1/22/1988,Abshway,Mariah2@yahoo.com,MALE,Faiyum,سليم سعيد - Sulaiam Saaid ,4,23,780,2300,National Optimization Representative - محلل
62854de0c86e70026551848d,53,9/13/1968,Akhmim,Stella82@gmail.com,MALE,Sohag,وليد بن حمودة - Wlaid Bn Hamodah ,1,17,1897,2312,Dynamic Usability Producer - مساعد
62854de0c86e70026551848e,35,10/8/1986,Shekh Zayed,Elton41@hotmail.com,FEMALE,Giza,خلود العلايمي - Khalod Alalaaiamai ,1,12,765,1316,Dynamic Configuration Coordinator - منسق
62854de0c86e70026551848f,23,4/6/1999,Moharam Biek,Johan.Wilkinson@yahoo.com,MALE,Alexandria,محرز بن عاشور - Muharz Bn AIshoar ,3,18,1357,2894,Direct Data Analyst - مساعد
62854de0c86e700265518490,42,9/3/1979,Fayed,Axel_Gleichner46@yahoo.com,FEMALE,Ismailia,فاطمه الغربي - Fatmuah Alghrabi ,1,5,376,684,Senior Quality Architect - محلل
62854de0c86e700265518491,22,6/19/2000,Nag Hammadi,Nicolette_Hermiston@gmail.com,MALE,Qena,مهيب تومي - Muhib Tomai ,1,3,25,654,Customer Implementation Orchestrator - مساعد
62854de0c86e700265518492,33,5/29/1989,Qusier,Dejuan_Blanda@hotmail.com,FEMALE,Red Sea,نوف الدرقاش - Nof AldrqIsh ,2,6,90,895,Investor Infrastructure Officer - مخطط
62854de0c86e700265518493,19,11/16/2002,Damietta District,Heather.Greenfelder52@hotmail.com,MALE,Damietta,مهدي العلايمي - Muhadi Alalaaiamai ,2,8,170,974,Lead Marketing Technician - مخطط
62854de0c86e700265518494,26,1/22/1996,Rafah,Prudence.Kuphal@yahoo.com,MALE,North Sinai,دكتور أحمد الشتيوي - Dktoar Ahamd Alshtioi ,2,16,1491,2224,Dynamic Quality Developer - مهندس
62854de0c86e700265518495,46,2/15/1976,Bani Suef,Leann.Gorczany13@yahoo.com,FEMALE,Beni Suef,آنسة خلود عنون - Anisah Khalod Anon ,2,7,402,1235,Dynamic Accountability Manager - تقني
62854de0c86e700265518496,25,7/30/1996,Second El Mahala El Koubra,Vergie_Lehner@gmail.com,FEMALE,Gharbia,فاطمه جابالله - Fatmuah Jaballah ,1,3,68,312,Internal Functionality Engineer - إداري
62854de0c86e700265518497,18,3/31/2004,El Attareen,Philip.Prohaska@yahoo.com,MALE,Alexandria,عثمان الشريف - Athman Alshrif ,1,33,5727,6054,Principal Web Technician - مصمم
62854de0c86e700265518498,17,9/6/2004,Tamya,Daphney25@yahoo.com,MALE,Faiyum,صهيب لخشين - Suhib Lkhshin ,2,9,385,1414,Future Creative Coordinator - منسق
62854de0c86e700265518499,39,5/23/1983,Daraw,Lilla.Schroeder14@yahoo.com,MALE,Aswan,شكيب زقية - Shkib Zqaiah ,3,24,1719,2997,Direct Security Strategist - مخطط
62854de0c86e70026551849a,41,12/24/1980,El Kareen,Fern.Koss18@hotmail.com,FEMALE,Sharqia,عنود ادريس - Anod Idris ,2,32,4214,5577,District Data Producer - مصمم
62854de0c86e70026551849b,34,6/12/1988,El Idwa,Nicola.Gutmann@gmail.com,FEMALE,Minya,دكتور عوضية نيفر - Dktoar Aodhiah Nifar ,1,7,220,893,Chief Operations Engineer - مشرف
62854de0c86e70026551849c,30,1/14/1992,Hurgada,Wilhelmine.Shields@yahoo.com,MALE,Red Sea,عزيز زقية - Azaiaz Zqaiah ,3,13,269,1295,Regional Integration Producer - محلل
62854de0c86e70026551849d,30,1/30/1992,South Port Said,Earlene.Gutkowski@gmail.com,MALE,Port Said,أمين بن حمودة - Amain Bn Hamodah ,2,27,2760,3902,District Metrics Assistant - مدير
62854de0c86e70026551849e,40,11/19/1981,El Attareen,Carmine.McCullough@gmail.com,FEMALE,Alexandria,سيدة فاطمه جابالله - Saidah Fatmuah Jaballah ,2,13,827,1498,Senior Communications Analyst - متخصص
62854de0c86e70026551849f,15,10/21/2006,6th October,Filomena_Torp@yahoo.com,MALE,Giza,أشرف زروق - Ashraf Zroq ,1,14,1292,1707,Lead Program Specialist - مخطط
62854de0c86e7002655184a0,48,11/8/1973,Saint Catherine,Frida.Kozey@yahoo.com,FEMALE,South Sinai,بلسم المولدي - Blsam Alamoldi ,2,9,188,1538,Global Paradigm Architect - مصمم
62854de0c86e7002655184a1,24,12/2/1997,El Kareen,Paolo.Mante@gmail.com,FEMALE,Sharqia,خلود الرقيق - Khalod Alruqaiq ,1,10,1347,1796,Lead Marketing Producer - مشرف
62854de0c86e7002655184a2,14,7/22/2007,El Gamalia,Alden_Marks@hotmail.com,FEMALE,Cairo,دكتور بلسم تومي - Dktoar Blsam Tomai ,3,17,986,2578,Global Operations Technician - مصمم
62854de0c86e7002655184a3,22,9/17/1999,El Waqf,Dustin_Will25@hotmail.com,FEMALE,Qena,ريم النقاش - Riam AlnqIsh ,1,4,95,420,Chief Program Facilitator - تنفيذي
62854de0c86e7002655184a4,15,6/19/2007,Rafah,Shanny74@gmail.com,MALE,North Sinai,عطا الحمامي - Aata Alhamamai ,2,9,1157,1805,Dynamic Interactions Technician - مساعد
62854de0c86e7002655184a5,56,6/7/1966,Abbasia,Hermina_Stoltenberg83@yahoo.com,MALE,Cairo,أيمن العنابي - Aiamun Alanabi ,2,10,457,1445,Chief Markets Developer - متخصص
62854de0c86e7002655184a6,43,5/10/1979,Bir Al Abd,Gwendolyn.Grant@yahoo.com,MALE,North Sinai,رامي بن عبدالله - Rami Bn Abadallah ,4,13,1181,2676,Chief Assurance Officer - مستشار
62854de0c86e7002655184a7,50,7/31/1971,Osiem,Deja_Kuhn83@hotmail.com,FEMALE,Giza,عنود العواني - Anod Alawanei ,1,20,2841,3290,Regional Optimization Consultant - مساعد
62854de0c86e7002655184a8,22,11/27/1999,Qusier,Alice.OKeefe21@yahoo.com,FEMALE,Red Sea,عنود الخليفي المحترم - Anod Alkhalaifi Alamuhtrm ,2,11,1455,2030,Central Response Liaison - منتج
62854de0c86e7002655184a9,55,12/22/1966,El Arab,Avery_Schamberger@hotmail.com,FEMALE,Beni Suef,بتول القلال - Btol Aliqlal ,2,11,372,1494,International Solutions Executive - مبرمج
62854de0c86e7002655184aa,22,6/3/2000,Damietta District,Darrion_Cronin@yahoo.com,FEMALE,Damietta,آنسة براءة جاوحدو - Anisah Baraaah Jaohdo ,1,16,1450,1973,International Implementation Strategist - متخصص
62854de0c86e7002655184ab,48,8/1/1973,El Maragha,Cedrick2@gmail.com,FEMALE,Sohag,عنود يافع - Anod Yafa ,2,7,118,1072,Dynamic Web Analyst - محلل
62854de0c86e7002655184ac,50,3/7/1972,Sidi Salem,Lauretta_Gerlach@hotmail.com,MALE,Kafr El Sheikh,ضياء بن عمر - Dhiaa Bn Omar ,1,8,188,840,Chief Tactics Manager - مخطط
62854de0c86e7002655184ad,53,12/27/1968,Tamya,Adelbert22@gmail.com,FEMALE,Faiyum,عنود الغربي - Anod Alghrabi ,3,12,695,2544,Internal Mobility Executive - وكيل
62854de0c86e7002655184ae,37,7/31/1984,Abo Hamad,Reginald.Rath@hotmail.com,MALE,Sharqia,حكيم الشيباني - Hakiam Alshibanei ,1,10,1491,2042,Direct Brand Planner - مهندس
62854de0c86e7002655184af,19,6/5/2003,Al Wasta,Rodrick_Christiansen75@gmail.com,FEMALE,Beni Suef,بتول الحمامي حفظه الله - Btol Alhamamai Hfzah Allah ,0,1,103,103,Lead Accountability Strategist - مبرمج
62854de0c86e7002655184b0,16,9/4/2005,Kafr El Sheikh City,Zane32@yahoo.com,FEMALE,Kafr El Sheikh,بتول بنسلامة - Btol Bnisalamah ,1,5,345,1007,Legacy Interactions Executive - مبرمج
62854de0c86e7002655184b1,56,1/7/1966,Geheinah,Henri_Romaguera77@gmail.com,MALE,Sohag,بروفيسور ظافر العطار - Brofisaoar Zafar Alaatar ,1,8,733,1315,Future Group Developer - مهندس
62854de0c86e7002655184b2,38,9/8/1983,El Arab,Sid.Nolan@gmail.com,MALE,Beni Suef,بركات القلال - Brkat Aliqlal ,0,1,74,74,Direct Metrics Strategist - منسق
62854de0c86e7002655184b3,32,12/9/1989,Akhmim,Lambert_Deckow@yahoo.com,MALE,Sohag,سامر العنابي - Samar Alanabi ,2,7,502,1345,Corporate Operations Manager - مبرمج
62854de0c86e7002655184b4,32,10/9/1989,El Ghanaim,Jaqueline_Bailey24@yahoo.com,FEMALE,Asyut,نوف السقا - Nof Alsqa ,0,1,103,103,Senior Division Technician - مساعد
62854de0c86e7002655184b5,21,4/1/2001,Louxor,Dayton65@yahoo.com,MALE,Luxor,مبروك العنابي - Mbrok Alanabi ,1,3,20,320,Central Factors Supervisor - منسق
62854de0c86e7002655184b6,50,6/7/1972,Naaser,Kali26@gmail.com,FEMALE,Aswan,فاطمه النجار - Fatmuah Alnajar ,3,8,38,1526,Human Data Planner - متدرب
62854de0c86e7002655184b7,49,7/22/1972,Sueiz,Sofia.Feeney@yahoo.com,MALE,Suez,سيدة نزار سعيد - Saidah Nazar Saaid ,0,1,128,128,Corporate Optimization Representative - مهندس
62854de0c86e7002655184b8,23,10/5/1998,El Dawahy,Clinton_Abernathy72@yahoo.com,MALE,Port Said,حبيب القلشاني - Habib Aliqlshanei ,1,58,6514,6779,Future Implementation Representative - متخصص
62854de0c86e7002655184b9,27,3/29/1995,Sallum,Celestine42@yahoo.com,FEMALE,Matruh,عوضية خنفير - Aodhiah Khnfir ,2,7,463,1170,Dynamic Security Specialist - محلل
62854de0c86e7002655184ba,35,2/22/1987,El Dabaa,Uriel.Spinka11@yahoo.com,MALE,Matruh,سمير الدرقاش - Sameir AldrqIsh ,3,14,865,2834,Product Division Technician - إداري
62854de0c86e7002655184bb,30,2/4/1992,Dekrns,Boyd51@yahoo.com,FEMALE,Dakahlia,عنود بوهاها - Anod Bohaha ,1,9,397,1026,Legacy Communications Supervisor - تقني
62854de0c86e7002655184bc,46,6/28/1976,Second Ismaillia,Mervin_Kiehn88@hotmail.com,FEMALE,Ismailia,ريم بن عبد السلام - Riam Bn Abad Alsalam ,3,21,2479,3871,Customer Program Manager - إداري
62854de0c86e7002655184bd,16,1/7/2006,Al Katamia,Florida_Gutmann@yahoo.com,MALE,Cairo,غازي البشيري - Ghazai Albshiri ,1,7,74,547,Principal Interactions Assistant - متخصص
62854de0c86e7002655184be,26,7/26/1995,Abou Redis,Keeley.Dibbert34@gmail.com,MALE,South Sinai,فراس بن حمودة المبجل - Faras Bn Hamodah Alambjl ,1,10,427,1056,Human Group Executive - متخصص
62854de0c86e7002655184bf,44,10/6/1977,Ras Gharib,Luigi_Koepp@hotmail.com,FEMALE,Red Sea,عوضية البشيري - Aodhiah Albshiri ,1,7,1022,1290,Product Branding Architect - مهندس
62854de0c86e7002655184c0,46,12/2/1975,Sharq,Benedict42@yahoo.com,MALE,Port Said,صقر القلال - Squr Aliqlal ,2,7,167,1155,International Implementation Analyst - متدرب
62854de0c86e7002655184c1,46,9/1/1975,Port Fuad,Kali_Marks@yahoo.com,MALE,Port Said,عاطف جاوحدو - Aatf Jaohdo ,2,7,237,985,Product Communications Manager - متخصص
62854de0c86e7002655184c2,21,11/29/2000,Nuweiba,Bernhard_Halvorson@yahoo.com,FEMALE,South Sinai,فاطمه الصغير حفظه الله - Fatmuah Alsghir Hfzah Allah ,3,24,2218,3724,Human Quality Liaison - مدير
62854de0c86e7002655184c3,42,12/19/1979,Qusier,Geo72@yahoo.com,MALE,Red Sea,شعبان عنون - Shaban Anon ,1,10,744,1076,National Division Designer - مشرف
62854de0c86e7002655184c4,32,11/11/1989,Arish,Brandy22@hotmail.com,FEMALE,North Sinai,بلسم سويس المحترم - Blsam Saois Alamuhtrm ,0,2,174,174,Regional Directives Producer - تقني
62854de0c86e7002655184c5,32,5/19/1990,El Hawamdia,Paolo_Abbott90@gmail.com,MALE,Giza,بليغ الدنوني - Blaigh Aldnoni ,2,14,1103,1908,Corporate Applications Director - متدرب
62854de0c86e7002655184c6,42,7/13/1979,Mallawi,Vicente22@yahoo.com,FEMALE,Minya,بلسم هذيل - Blsam Hthil ,1,9,153,763,Future Metrics Architect - منتج
62854de0c86e7002655184c7,23,11/7/1998,Abo Hamad,Shanel.Reilly20@hotmail.com,FEMALE,Sharqia,دكتور خلود النفير - Dktoar Khalod Alnfir ,1,4,92,388,Global Metrics Facilitator - مشرف
62854de0c86e7002655184c8,14,12/29/2007,Tama El Amdeed,Thurman_Balistreri@hotmail.com,MALE,Dakahlia,راتب الشتيوي - Ratb Alshtioi ,1,12,885,1300,Dynamic Web Director - تقني
62854de0c86e7002655184c9,50,9/22/1971,Nebroa,Oscar_Homenick96@yahoo.com,FEMALE,Dakahlia,سيد فاطمه يافع - Said Fatmuah Yafa ,1,19,1853,2118,Central Research Supervisor - تنفيذي
62854de0c86e7002655184ca,27,5/18/1995,Abshway,Sydni_Hartmann@gmail.com,FEMALE,Faiyum,نوف النفطي - Nof Alnftai ,1,4,181,512,Senior Response Designer - مستشار
62854de0c86e7002655184cb,55,7/1/1967,El Dawahy,Mckenna4@yahoo.com,FEMALE,Port Said,عنود القلشاني - Anod Aliqlshanei ,1,6,554,1104,Human Configuration Assistant - محلل
62854de0c86e7002655184cc,29,6/19/1993,Zefta,Gerhard.Klocko60@hotmail.com,FEMALE,Gharbia,سيدة براءة المنيف - Saidah Baraaah Alamanif ,3,20,753,2318,Investor Operations Liaison - مصمم
62854de0c86e7002655184cd,21,6/28/2001,Second Ismaillia,Bruce.Pfannerstill75@hotmail.com,MALE,Ismailia,مرتضى القلال - Martdha Aliqlal ,1,5,212,597,Customer Program Facilitator - متدرب
62854de0c86e7002655184ce,22,8/12/1999,Ehnasia,Leone67@yahoo.com,FEMALE,Beni Suef,فاطمه الحمامي - Fatmuah Alhamamai ,2,16,1026,2376,Dynamic Quality Strategist - إداري
62854de0c86e7002655184cf,20,6/21/2002,Second Ismaillia,Ignatius63@yahoo.com,MALE,Ismailia,رمضان النجار حفظه الله - Rmdhan Alnajar Hfzah Allah ,1,10,181,854,Dynamic Web Agent - مبرمج
62854de0c86e7002655184d0,45,10/25/1976,Abu Tesht,Mona.Marquardt56@yahoo.com,FEMALE,Qena,ريم بن عثمان - Riam Bn Athman ,3,12,109,1859,Lead Division Specialist - رئيس مؤسسة
62854de0c86e7002655184d1,31,12/12/1990,Ismailliaa,Denis.Marvin@yahoo.com,MALE,Ismailia,بدر سعيد - Badr Saaid ,2,6,268,1102,Direct Intranet Officer - متدرب
62854de0c86e7002655184d2,47,5/4/1975,Maghagha,Alejandra.Marvin@yahoo.com,FEMALE,Minya,بتول جاوحدو - Btol Jaohdo ,0,2,164,164,Dynamic Integration Manager - رئيس مؤسسة
62854de0c86e7002655184d3,35,4/20/1987,Naqada,Carlos_Bayer79@gmail.com,MALE,Qena,زيدون الكراي - Zaidon Alkarai ,1,2,116,424,Chief Division Orchestrator - مخطط
62854de0c86e7002655184d4,41,9/1/1980,Ras Sedr,Giovanni65@gmail.com,MALE,South Sinai,أحمد زروق الموقر - Ahamd Zroq Alamoqur ,2,16,999,1833,Human Branding Associate - مخطط
62854de0c86e7002655184d5,17,1/5/2005,Basyon,Tamara10@yahoo.com,MALE,Gharbia,مهيب المولدي الموقر - Muhib Alamoldi Alamoqur ,1,5,483,808,Central Solutions Engineer - مصمم
