_id,birth_date,company_location,company_name,company_status,gender,name,number_of_offers,plastic_quantity,rating
776506217715851986247,1998-02-27,Red Sea,"Ratke, Crooks and VonRueden",APPROVED,MALE,نوف العلاني - Nof Alalaanei ,1,12,5
445290472869188527112,1984-02-20,Ismailia,Ziemann - Bergstrom,SUSPENDED,MALE,دكتور بتول المنيف - Dktoar Btol Alamanif ,4,19,5
470631450466450950855,1984-02-20,Ismailia,Ziemann - Bergstrom,SUSPENDED,FEMALE,آنسة ريم بوهاها - Anisah Riam Bohaha ,7,23,5
402845508327920823227,1984-02-20,Ismailia,Ziemann - Bergstrom,SUSPENDED,MALE,اروي الشيباني - Aroi Alshibanei ,8,53,5
513207078722895136081,1997-03-24,Sharqia,"Heathcote, Fritsch and Kessler",SUSPENDED,MALE,ريم المنيف - Riam Alamanif ,11,35,5
236165606150527888682,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,اروي الحجيج - Aroi Alhajij ,2,14,5
175554755779275671517,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,ريم جاوحدو - Riam Jaohdo ,2,12,5
796957041634704304550,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,فاطمه الحجيج المحترم - Fatmuah Alhajij Alamuhtrm ,1,4,5
932461773237414097237,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,بلسم زقية - Blsam Zqaiah ,2,8,5
306740787062829545622,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,خلود بوديبة - Khalod Bodibah ,3,24,5
073679952248717129007,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,نوف الكراي - Nof Alkarai ,1,9,5
722659439616174528998,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,نوف بنسلامة - Nof Bnisalamah ,8,46,5
437363566609879207283,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,خلود بن عبد الكريم - Khalod Bn Abad Alkariam ,3,22,5
734289804186134452307,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,عنود الصغير - Anod Alsghir ,1,15,5
668164142421755076494,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,خلود الحمامي المبجل - Khalod Alhamamai Alambjl ,3,12,5
376169698747291207068,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,نوف المحجوب المبجل - Nof Alamahajob Alambjl ,2,7,5
247205364139735005661,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,بتول جابالله - Btol Jaballah ,1,1,5
619665686226381283857,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,نوف النقاش - Nof AlnqIsh ,4,27,5
953062223115698419102,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,سيدة نوف الرقيق - Saidah Nof Alruqaiq ,2,10,5
995574760429276647438,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,عنود جاوحدو - Anod Jaohdo ,6,37,5
675545183324103862322,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,بتول جابالله - Btol Jaballah ,3,15,5
676692391126269481405,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,MALE,ريم الرصاع - Riam Alrsaa ,3,9,5
325729943247956215133,1976-12-16,South Sinai,VonRueden and Sons,SUSPENDED,FEMALE,خلود العنابي المحترم - Khalod Alanabi Alamuhtrm ,1,10,5
321257141227123344426,1980-05-24,Cairo,Marks - Rice,APPROVED,FEMALE,ريم القلشاني - Riam Aliqlshanei ,3,22,5
303178308863714445802,1980-05-24,Cairo,Marks - Rice,APPROVED,FEMALE,عنود بودوارة - Anod Bodwarah ,1,4,5
670203925907253759615,1980-05-24,Cairo,Marks - Rice,APPROVED,FEMALE,بلسم يافع الموقر - Blsam Yafa Alamoqur ,1,9,5
568644252197105572375,1980-05-24,Cairo,Marks - Rice,APPROVED,MALE,فاطمه هذيل الموقر - Fatmuah Hthil Alamoqur ,1,5,5
453918638383602438656,1980-05-24,Cairo,Marks - Rice,APPROVED,FEMALE,عوضية بن عبد السلام - Aodhiah Bn Abad Alsalam ,1,3,5
529584454144339190772,1980-05-24,Cairo,Marks - Rice,APPROVED,MALE,فاطمه جاوحدو - Fatmuah Jaohdo ,1,2,5
867827828323690397926,1980-05-24,Cairo,Marks - Rice,APPROVED,MALE,عنود بوهاها - Anod Bohaha ,2,15,5
470454601551808994813,1980-05-24,Cairo,Marks - Rice,APPROVED,MALE,اروي سويس - Aroi Saois ,2,18,5
756683158216737428497,1980-05-24,Cairo,Marks - Rice,APPROVED,MALE,ريم الطويل - Riam Altoil ,2,14,5
661022928214533574771,1980-05-24,Cairo,Marks - Rice,APPROVED,FEMALE,عنود بنسلامة - Anod Bnisalamah ,1,3,5
808821574054541256420,1980-05-24,Cairo,Marks - Rice,APPROVED,MALE,فاطمه زروق - Fatmuah Zroq ,2,11,5
107184836743565217904,1997-02-15,Luxor,Swaniawski - Leannon,APPROVED,MALE,عنود الوحيشي - Anod Alohaishi ,30,201,5
853600357328632719051,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,MALE,خلود بن عبد السلام - Khalod Bn Abad Alsalam ,2,11,5
590858242576092183360,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,FEMALE,عنود عظومة - Anod Azomah ,1,5,5
074163212369380848851,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,MALE,بروفيسور اروي نيفر - Brofisaoar Aroi Nifar ,2,12,5
541219189400266912879,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,FEMALE,براءة همدان الموقر - Baraaah Hmdan Alamoqur ,2,17,5
456260446963117679024,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,MALE,براءة بن عبد الكريم - Baraaah Bn Abad Alkariam ,2,11,5
651670970744429915983,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,MALE,خلود فقوسة - Khalod Faqosah ,1,5,5
824529647114496729412,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,MALE,بلسم زروق - Blsam Zroq ,1,9,5
125991252204450064151,1981-03-07,Qalyubia,"Stracke, Rippin and Greenfelder",SUSPENDED,MALE,بروفيسور خلود همدان - Brofisaoar Khalod Hmdan ,2,11,5
859624337538887889550,1990-07-28,Qena,"Schneider, Dare and Ortiz",APPROVED,FEMALE,اروي جراد - Aroi Jrad ,6,46,5
752187467333455639454,1990-07-28,Qena,"Schneider, Dare and Ortiz",APPROVED,MALE,بلسم غويلة - Blsam Ghoilah ,8,72,5
647669922860713277334,1990-07-28,Qena,"Schneider, Dare and Ortiz",APPROVED,MALE,فاطمه النفطي حفظه الله - Fatmuah Alnftai Hfzah Allah ,6,30,5
640439930302956218155,1990-07-28,Qena,"Schneider, Dare and Ortiz",APPROVED,MALE,ريم غويلة - Riam Ghoilah ,3,17,5
465072413259319942762,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,FEMALE,فاطمه شنيق - Fatmuah Shniq ,1,7,5
570197106635768443284,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,MALE,عنود هذيل - Anod Hthil ,2,8,5
471077813168954886034,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,FEMALE,نوف الطريقي - Nof Altriqai ,2,13,5
431458855640444600348,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,MALE,خلود خنفير - Khalod Khnfir ,5,24,5
831688365275143847886,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,MALE,بلسم الع لويني - Blsam Ala Loini ,2,20,5
955140672147823599028,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,MALE,براءة الزوابي - Baraaah Alzwabi ,4,23,5
713047014840592616163,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,FEMALE,عنود الدنوني - Anod Aldnoni ,1,2,5
570292008380019711992,1986-06-05,Sharqia,"Bauch, Runte and Walter",SUSPENDED,FEMALE,سيدة عوضية العواني - Saidah Aodhiah Alawanei ,3,20,5
687154599735019823199,1978-11-20,Beni Suef,Dickens Inc,APPROVED,MALE,فاطمه الدنوني - Fatmuah Aldnoni ,2,13,5
339605511835688086792,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,خلود جراد - Khalod Jrad ,2,15,5
173128340231563563386,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,نوف بن عبد السلام - Nof Bn Abad Alsalam ,1,9,5
518638804257835408754,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,عوضية زروق المبجل - Aodhiah Zroq Alambjl ,2,9,5
754905900700142793733,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,عوضية بوهاها - Aodhiah Bohaha ,1,6,5
072699598827907814040,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,عنود المنيف - Anod Alamanif ,2,14,5
567172231259562791162,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,ريم بن عاشور - Riam Bn AIshoar ,1,5,5
958349553555796842898,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,اروي الع لويني - Aroi Ala Loini ,1,1,5
708207231277459851409,1978-11-20,Beni Suef,Dickens Inc,APPROVED,FEMALE,بتول النخلي - Btol Alnkhalai ,2,15,5
276925729731321158387,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,فاطمه الدرقاش - Fatmuah AldrqIsh ,4,18,5
536967009216359855716,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,عنود الصغير - Anod Alsghir ,4,21,5
671173437905890406748,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,عنود البشيري - Anod Albshiri ,3,3,5
318244464437010969176,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,بلسم الشتيوي الموقر - Blsam Alshtioi Alamoqur ,8,48,5
323808118723635622007,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,بلسم المنيف - Blsam Alamanif ,6,26,5
392378529599772317434,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,بلسم الدرقاش - Blsam AldrqIsh ,4,24,5
236591447402773137200,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,FEMALE,آنسة بتول الكافي - Anisah Btol Alkafii ,5,31,5
114080566775519242721,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,براءة المدقي - Baraaah Alamdqai ,3,17,5
123252722291803294552,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,FEMALE,براءة النفطي المبجل - Baraaah Alnftai Alambjl ,6,52,5
427297628655172676014,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,MALE,بتول زقية - Btol Zqaiah ,4,13,5
895685685230604138178,1993-12-15,Matruh,"Satterfield, Kulas and Rolfson",SUSPENDED,FEMALE,عنود الكراي حفظه الله - Anod Alkarai Hfzah Allah ,3,5,5
223886864928551325740,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,FEMALE,فاطمه شنيق - Fatmuah Shniq ,3,11,5
546253278198194940305,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,MALE,عوضية نيفر - Aodhiah Nifar ,1,4,5
586070558279598226967,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,FEMALE,عوضية همدان - Aodhiah Hmdan ,2,14,5
404764295493619307480,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,MALE,بلسم عنون - Blsam Anon ,1,3,5
263395268277534813622,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,FEMALE,فاطمه القلال - Fatmuah Aliqlal ,2,14,5
409728035850269900238,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,MALE,بلسم العواني - Blsam Alawanei ,2,14,5
895525144033626957517,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,MALE,بتول جابالله - Btol Jaballah ,2,3,5
872526949482131171076,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,FEMALE,بتول الغربي - Btol Alghrabi ,3,20,5
222160918892718272244,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,MALE,عوضية الكراي - Aodhiah Alkarai ,4,23,5
277135028233091312780,1982-06-21,Gharbia,Schaefer - Koepp,SUSPENDED,FEMALE,ريم الكراي - Riam Alkarai ,1,11,5
442654267224299376677,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,خلود السقاط - Khalod Alsqat ,2,20,5
568049387880257967180,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,بتول شنيق المبجل - Btol Shniq Alambjl ,3,22,5
807237203497457513228,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,فاطمه بن حمودة - Fatmuah Bn Hamodah ,1,3,5
802608150310287830219,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,عوضية الخليفي - Aodhiah Alkhalaifi ,1,2,5
147583482703775722006,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,فاطمه غويلة - Fatmuah Ghoilah ,1,2,5
958798607957225665672,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,عوضية الوحيشي - Aodhiah Alohaishi ,1,2,5
921760901268847421149,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,خلود بن عمر - Khalod Bn Omar ,2,15,5
642744352086909210992,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,ريم يافع المحترم - Riam Yafa Alamuhtrm ,3,17,5
486837561216594598873,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,ريم بن عبد السلام المبجل - Riam Bn Abad Alsalam Alambjl ,2,12,5
288251477207513248167,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,سيدة خلود عنون - Saidah Khalod Anon ,1,3,5
773700166279747133889,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,بتول العواني - Btol Alawanei ,1,2,5
834700112175756173022,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,فاطمه بوهاها - Fatmuah Bohaha ,1,10,5
894674405919043934233,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,اروي يافع - Aroi Yafa ,1,7,5
139756917352093055006,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,MALE,دكتور بتول خنفير - Dktoar Btol Khnfir ,1,10,5
024417357664568037753,1982-01-16,Ismailia,"Bahringer, Romaguera and Kuhlman",SUSPENDED,FEMALE,ريم عطالله - Riam Aatallah ,1,2,5
583963459521195718613,1994-07-21,Beni Suef,Bayer - Dare,APPROVED,FEMALE,براءة زقية - Baraaah Zqaiah ,1,2,5
087217790059717443518,1994-07-21,Beni Suef,Bayer - Dare,APPROVED,FEMALE,عنود بوهاها - Anod Bohaha ,2,13,5
918935474770523357810,1997-07-26,Asyut,Ankunding LLC,APPROVED,FEMALE,عنود الخليفي - Anod Alkhalaifi ,16,114,5
143741670382817751554,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,عوضية الشتيوي - Aodhiah Alshtioi ,3,25,5
638991344158269303551,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,ريم تومي - Riam Tomai ,1,9,5
022255023519871678169,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,ريم عنون - Riam Anon ,4,26,5
721565156867564240444,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,بلسم الغربي - Blsam Alghrabi ,1,1,5
459457339673632545755,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,نوف النجار - Nof Alnajar ,1,1,5
740051393440015528905,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,MALE,عنود النقاش - Anod AlnqIsh ,2,14,5
345713124849120008494,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,عوضية المدقي - Aodhiah Alamdqai ,1,9,5
813500194793810221396,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,MALE,سيدة عنود زقية - Saidah Anod Zqaiah ,4,29,5
975685562243576718658,1995-04-14,Minya,"Lang, Stokes and Hauck",SUSPENDED,FEMALE,نوف النفطي - Nof Alnftai ,1,8,5
604850241036665008849,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,FEMALE,نوف القلال - Nof Aliqlal ,8,37,5
439437712045639020179,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,FEMALE,آنسة اروي الرقيق - Anisah Aroi Alruqaiq ,3,11,5
386939102687291234148,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,MALE,ريم البشيري الموقر - Riam Albshiri Alamoqur ,2,8,5
653769952581538886405,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,FEMALE,بلسم لخشين - Blsam Lkhshin ,4,12,5
707014400795363517849,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,MALE,نوف النفطي - Nof Alnftai ,6,45,5
730561422695996264546,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,MALE,نوف جابالله المبجل - Nof Jaballah Alambjl ,5,24,5
777099537068432662500,1968-01-21,Kafr El Sheikh,Waelchi - Gusikowski,APPROVED,MALE,بتول القلشاني - Btol Aliqlshanei ,9,62,5
233757698198239247846,1988-01-27,Red Sea,Prosacco Group,SUSPENDED,FEMALE,بتول بنسلامة - Btol Bnisalamah ,17,106,5
681876468634909747943,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,بلسم الكافي حفظه الله - Blsam Alkafii Hfzah Allah ,2,19,5
889562044542793977369,1968-05-19,Giza,Skiles - Heller,SUSPENDED,MALE,فاطمه الع لويني - Fatmuah Ala Loini ,1,2,5
924616414320432697273,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,عنود جراد - Anod Jrad ,3,19,5
716752366041736253138,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,عنود القلال - Anod Aliqlal ,1,5,5
553026528816065810827,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,عنود عطالله - Anod Aatallah ,1,11,5
945913254094781647067,1968-05-19,Giza,Skiles - Heller,SUSPENDED,MALE,نوف شقرون المحترم - Nof Shquron Alamuhtrm ,1,4,5
478210736648642828544,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,براءة زروق - Baraaah Zroq ,2,12,5
585353520766251846957,1968-05-19,Giza,Skiles - Heller,SUSPENDED,MALE,نوف شنيق - Nof Shniq ,2,7,5
810064617487691980714,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,خلود المدقي - Khalod Alamdqai ,2,14,5
182862146246028652541,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,اروي الغربي - Aroi Alghrabi ,1,10,5
647222511101330267410,1968-05-19,Giza,Skiles - Heller,SUSPENDED,FEMALE,بلسم القلشاني - Blsam Aliqlshanei ,1,3,5
100050587918777941416,1975-12-20,Giza,Baumbach - Wolf,APPROVED,FEMALE,فاطمه النقاش - Fatmuah AlnqIsh ,1,3,5
551345308026162769830,1975-12-20,Giza,Baumbach - Wolf,APPROVED,MALE,بلسم النخلي - Blsam Alnkhalai ,1,11,5
403400071827667367941,1975-12-20,Giza,Baumbach - Wolf,APPROVED,MALE,عوضية بوهاها - Aodhiah Bohaha ,2,11,5
081463156511958574957,1975-12-20,Giza,Baumbach - Wolf,APPROVED,MALE,ريم البشيري - Riam Albshiri ,1,5,5
923823956309671348820,1975-12-20,Giza,Baumbach - Wolf,APPROVED,FEMALE,آنسة عنود النفطي - Anisah Anod Alnftai ,2,20,5
940082260247859701499,1975-12-20,Giza,Baumbach - Wolf,APPROVED,FEMALE,بتول زقية - Btol Zqaiah ,1,12,5
429452482453291622744,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,براءة جاوحدو - Baraaah Jaohdo ,1,1,5
166534315474832427051,1985-01-09,Luxor,Kerluke - Welch,APPROVED,MALE,بلسم عنون - Blsam Anon ,2,9,5
868855999962624574547,1985-01-09,Luxor,Kerluke - Welch,APPROVED,MALE,عنود الصفار - Anod Alsafar ,2,17,5
454646833517269278959,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,بتول يافع - Btol Yafa ,2,11,5
875630788059781558455,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,خلود النجار - Khalod Alnajar ,2,18,5
673933220578650017585,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,نوف يافع - Nof Yafa ,4,20,5
630023369917849411367,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,آنسة اروي بن حسين - Anisah Aroi Bn Hussain ,6,37,5
303228676254138027915,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,ريم بنسلامة - Riam Bnisalamah ,4,14,5
984247772933373351144,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,سيد فاطمه الخليفي - Said Fatmuah Alkhalaifi ,1,8,5
515244482277097028999,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,بتول العلاني - Btol Alalaanei ,1,2,5
432350140517908643951,1985-01-09,Luxor,Kerluke - Welch,APPROVED,MALE,اروي القلشاني - Aroi Aliqlshanei ,4,31,5
179945145837834401495,1985-01-09,Luxor,Kerluke - Welch,APPROVED,FEMALE,نوف الطريقي المبجل - Nof Altriqai Alambjl ,1,8,5
890826710453420188363,1985-01-09,Luxor,Kerluke - Welch,APPROVED,MALE,عنود الشريف - Anod Alshrif ,2,7,5
049827318267773672465,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,نوف عطالله - Nof Aatallah ,1,11,5
075448437298129250919,1966-03-30,Ismailia,Senger Inc,APPROVED,MALE,ريم جراد - Riam Jrad ,3,19,5
925606701090912175605,1966-03-30,Ismailia,Senger Inc,APPROVED,MALE,عنود العنابي - Anod Alanabi ,1,12,5
629517542829251011540,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,براءة الشيباني - Baraaah Alshibanei ,2,11,5
114295155088971889784,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,نوف بوديبة - Nof Bodibah ,1,10,5
609598580960265857054,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,براءة ادريس - Baraaah Idris ,1,2,5
793930959307994510636,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,ريم سويس - Riam Saois ,2,9,5
700469820799356449660,1966-03-30,Ismailia,Senger Inc,APPROVED,MALE,بتول العواني - Btol Alawanei ,1,8,5
550572811013328623545,1966-03-30,Ismailia,Senger Inc,APPROVED,MALE,سيدة خلود بودوارة - Saidah Khalod Bodwarah ,1,3,5
669797575922316736226,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,براءة السقا - Baraaah Alsqa ,1,5,5
977965615714716490214,1966-03-30,Ismailia,Senger Inc,APPROVED,FEMALE,براءة البشيري - Baraaah Albshiri ,1,4,5
088306131037767193563,1966-03-30,Ismailia,Senger Inc,APPROVED,MALE,بتول غويلة - Btol Ghoilah ,2,14,5
581720113535256015060,1989-11-21,Alexandria,Rath - Jacobi,APPROVED,MALE,فاطمه الرقيق - Fatmuah Alruqaiq ,3,14,5
272689131295300587432,1989-11-21,Alexandria,Rath - Jacobi,APPROVED,MALE,عنود العواني - Anod Alawanei ,7,28,5
740305450938426078973,1989-11-21,Alexandria,Rath - Jacobi,APPROVED,MALE,ريم بنسلامة المحترم - Riam Bnisalamah Alamuhtrm ,5,24,5
179039216523298529485,1989-11-21,Alexandria,Rath - Jacobi,APPROVED,FEMALE,فاطمه العطار - Fatmuah Alaatar ,7,37,5
648593053620569700319,1989-11-21,Alexandria,Rath - Jacobi,APPROVED,FEMALE,خلود شنيق - Khalod Shniq ,6,26,5
316729097442272892845,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,MALE,ريم بن عمر - Riam Bn Omar ,1,11,5
754311549877963564857,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,MALE,اروي النابلي - Aroi Alnablai ,2,6,5
543563414777275776620,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,MALE,نوف همدان - Nof Hmdan ,1,11,5
617564598056566625145,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,FEMALE,عنود شقرون - Anod Shquron ,1,6,5
755737634020978126025,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,FEMALE,عنود عنون الموقر - Anod Anon Alamoqur ,2,14,5
603893061910541977257,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,FEMALE,فاطمه جاوحدو - Fatmuah Jaohdo ,2,14,5
870362475400427195924,1979-10-29,Minya,"Gislason, Murazik and Moore",SUSPENDED,MALE,فاطمه شقرون - Fatmuah Shquron ,1,11,5
957495121199944614438,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,FEMALE,عنود همدان المبجل - Anod Hmdan Alambjl ,2,12,5
099653016403180140703,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,MALE,اروي الشريف - Aroi Alshrif ,4,31,5
717616020739058817136,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,MALE,سيدة خلود الع لويني - Saidah Khalod Ala Loini ,5,31,5
981392803425149259064,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,FEMALE,نوف القلشاني - Nof Aliqlshanei ,7,37,5
625392778352895637272,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,FEMALE,خلود جابالله - Khalod Jaballah ,5,25,5
704477421437955568116,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,FEMALE,عوضية بن عثمان - Aodhiah Bn Athman ,3,11,5
606841718691146426328,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,FEMALE,عنود الرصاع - Anod Alrsaa ,5,22,5
125041852409165842722,1979-05-29,Giza,Morar - Lueilwitz,SUSPENDED,FEMALE,بلسم الأشراف - Blsam Alashraf ,7,39,5
900716683718948041639,1973-02-13,Qalyubia,"Konopelski, Walsh and Stiedemann",SUSPENDED,FEMALE,خلود الغربي - Khalod Alghrabi ,1,4,5
844352655747221546991,1973-02-13,Qalyubia,"Konopelski, Walsh and Stiedemann",SUSPENDED,FEMALE,نوف الدنوني - Nof Aldnoni ,1,5,5
461354253367611242824,1973-02-13,Qalyubia,"Konopelski, Walsh and Stiedemann",SUSPENDED,MALE,خلود بنسلامة - Khalod Bnisalamah ,1,6,5
301339563872030575847,1973-02-13,Qalyubia,"Konopelski, Walsh and Stiedemann",SUSPENDED,MALE,فاطمه الطريقي - Fatmuah Altriqai ,1,5,5
129965972148311129854,1973-02-13,Qalyubia,"Konopelski, Walsh and Stiedemann",SUSPENDED,FEMALE,بتول البشيري الموقر - Btol Albshiri Alamoqur ,2,7,5
894488045253274205498,1973-02-13,Qalyubia,"Konopelski, Walsh and Stiedemann",SUSPENDED,FEMALE,عوضية السقا - Aodhiah Alsqa ,1,1,5
809750994674777279191,1987-07-14,Ismailia,Kertzmann Inc,APPROVED,MALE,نوف الطويل المبجل - Nof Altoil Alambjl ,3,21,5
